visit_id,rep_id,hcp_id,visit_date,drug_promoted,visit_duration_minutes
5914,7,1355,2024-12-10,GlucoShield,36
5915,7,1085,2024-12-09,GlucoShield,29
5916,7,705,2024-12-31,GlucoShield,37
5917,7,373,2024-12-23,GlucoShield,33
5918,7,1017,2024-12-03,GlucoShield,28
5919,7,1267,2024-12-30,GlucoShield,33
5920,8,1076,2023-07-14,GlucoShield,21
5921,8,1938,2023-07-14,GlucoShield,26
5922,8,1534,2023-07-13,GlucoShield,16
5923,8,771,2023-07-17,GlucoShield,22
5924,8,1367,2023-07-20,GlucoShield,23
5925,8,1873,2023-07-17,GlucoShield,30
5926,8,1091,2023-07-21,CardioMax,31
5927,8,983,2023-07-24,GlucoShield,34
5928,8,1110,2023-07-25,GlucoShield,19
5929,8,667,2023-07-26,GlucoShield,36
5930,8,1820,2023-07-27,GlucoShield,28
5931,8,1561,2023-07-21,GlucoShield,30
5932,8,1355,2023-07-25,GlucoShield,31
5933,8,1133,2023-07-04,CardioMax,22
5934,8,1933,2023-07-24,GlucoShield,31
5935,8,639,2023-07-20,GlucoShield,30
5936,8,590,2023-07-12,GlucoShield,33
5937,8,483,2023-07-27,GlucoShield,31
5938,8,1439,2023-07-03,GlucoShield,35
5939,8,1561,2023-07-14,GlucoShield,28
5940,8,1145,2023-07-26,CardioMax,35
5941,8,1206,2023-07-17,GlucoShield,22
5942,8,741,2023-07-19,GlucoShield,25
5943,8,54,2023-07-24,GlucoShield,31
5944,8,511,2023-07-10,GlucoShield,37
5945,8,1132,2023-07-27,GlucoShield,31
5946,8,1586,2023-07-28,GlucoShield,32
5947,8,1519,2023-07-07,GlucoShield,31
5948,8,323,2023-08-01,GlucoShield,18
5949,8,878,2023-08-08,GlucoShield,27
5950,8,511,2023-08-15,GlucoShield,20
5951,8,1108,2023-08-30,GlucoShield,28
5952,8,1967,2023-08-01,GlucoShield,31
5953,8,1660,2023-08-15,GlucoShield,23
5954,8,553,2023-08-28,GlucoShield,23
5955,8,771,2023-08-08,GlucoShield,24
5956,8,1849,2023-08-15,CardioMax,31
5957,8,1736,2023-08-17,GlucoShield,24
5958,8,310,2023-08-04,GlucoShield,25
5959,8,1612,2023-08-07,GlucoShield,39
5960,8,639,2023-08-03,GlucoShield,27
5961,8,1099,2023-08-16,GlucoShield,18
5962,8,11,2023-08-02,GlucoShield,30
5963,8,1992,2023-08-17,GlucoShield,32
5964,8,1487,2023-08-23,GlucoShield,14
5965,8,479,2023-08-07,GlucoShield,32
5966,8,1304,2023-08-14,GlucoShield,27
5967,8,635,2023-08-23,GlucoShield,42
5968,8,195,2023-08-24,CardioMax,48
5969,8,906,2023-08-15,CardioMax,30
5970,8,1165,2023-08-11,GlucoShield,33
5971,8,195,2023-08-29,GlucoShield,23
5972,8,1072,2023-08-02,GlucoShield,39
5973,8,1071,2023-08-10,GlucoShield,23
5974,8,1172,2023-08-14,GlucoShield,24
5975,8,483,2023-08-31,GlucoShield,29
5976,8,40,2023-08-10,GlucoShield,19
5977,8,705,2023-08-30,GlucoShield,38
5978,8,848,2023-08-14,GlucoShield,17
5979,8,1184,2023-08-21,GlucoShield,28
5980,8,1873,2023-08-14,GlucoShield,32
5981,8,417,2023-08-01,CardioMax,20
5982,8,1309,2023-08-02,GlucoShield,15
5983,8,206,2023-08-30,GlucoShield,34
5984,8,399,2023-08-04,GlucoShield,21
5985,8,1054,2023-08-10,GlucoShield,23
5986,8,1355,2023-08-01,GlucoShield,24
5987,8,1431,2023-09-01,CardioMax,33
5988,8,1050,2023-09-12,GlucoShield,44
5989,8,228,2023-09-13,GlucoShield,30
5990,8,453,2023-09-29,GlucoShield,25
5991,8,1992,2023-09-29,GlucoShield,28
5992,8,1569,2023-09-20,GlucoShield,29
5993,8,741,2023-09-13,GlucoShield,28
5994,8,1099,2023-09-20,CardioMax,36
5995,8,878,2023-09-19,GlucoShield,25
5996,8,52,2023-09-25,GlucoShield,40
5997,8,1519,2023-09-21,GlucoShield,34
5998,8,1375,2023-09-21,GlucoShield,23
5999,8,864,2023-09-22,GlucoShield,32
6000,8,1653,2023-09-12,GlucoShield,22
6001,8,1090,2023-09-18,GlucoShield,33
6002,8,150,2023-09-15,GlucoShield,36
6003,8,533,2023-09-25,GlucoShield,23
6004,8,983,2023-09-22,GlucoShield,26
6005,8,212,2023-09-12,GlucoShield,25
6006,8,1123,2023-09-07,GlucoShield,33
6007,8,246,2023-09-14,GlucoShield,26
6008,8,417,2023-09-18,GlucoShield,33
6009,8,1733,2023-09-28,GlucoShield,32
6010,8,1992,2023-09-22,CardioMax,24
6011,8,1110,2023-09-28,GlucoShield,27
6012,8,1168,2023-09-20,GlucoShield,29
6013,8,1561,2023-09-07,CardioMax,23
6014,8,1333,2023-09-21,GlucoShield,28
6015,8,370,2023-09-27,GlucoShield,13
6016,8,867,2023-09-27,GlucoShield,38
6017,8,1090,2023-09-08,CardioMax,41
6018,8,747,2023-09-15,CardioMax,29
6019,8,355,2023-09-27,GlucoShield,29
6020,8,1416,2023-09-12,GlucoShield,20
6021,8,415,2023-09-20,GlucoShield,41
6022,8,533,2023-09-22,GlucoShield,24
6023,8,590,2023-09-14,GlucoShield,16
6024,8,310,2023-09-25,GlucoShield,18
6025,8,1076,2023-10-25,GlucoShield,22
6026,8,222,2023-10-26,GlucoShield,29
6027,8,815,2023-10-18,GlucoShield,35
6028,8,192,2023-10-10,GlucoShield,33
6029,8,590,2023-10-25,GlucoShield,21
6030,8,1267,2023-10-05,GlucoShield,36
6031,8,1982,2023-10-25,GlucoShield,39
6032,8,518,2023-10-17,GlucoShield,28
6033,8,1001,2023-10-23,GlucoShield,27
6034,8,962,2023-10-31,GlucoShield,24
6035,8,370,2023-10-19,GlucoShield,37
6036,8,1163,2023-10-17,GlucoShield,27
6037,8,1394,2023-10-23,GlucoShield,38
6038,8,289,2023-10-31,GlucoShield,29
6039,8,1482,2023-10-27,GlucoShield,19
6040,8,1350,2023-10-02,GlucoShield,16
6041,8,415,2023-10-03,GlucoShield,17
6042,8,1206,2023-10-09,GlucoShield,30
6043,8,838,2023-10-24,GlucoShield,36
6044,8,1291,2023-10-31,GlucoShield,33
6045,8,1024,2023-10-17,GlucoShield,30
6046,8,81,2023-10-25,GlucoShield,17
6047,8,1534,2023-10-05,GlucoShield,10
6048,8,1119,2023-10-17,CardioMax,25
6049,8,1394,2023-10-02,GlucoShield,31
6050,8,261,2023-10-19,GlucoShield,28
6051,8,1388,2023-10-25,GlucoShield,30
6052,8,878,2023-10-27,GlucoShield,19
6053,8,1562,2023-10-18,GlucoShield,30
6054,8,1145,2023-10-09,GlucoShield,30
6055,8,744,2023-10-09,CardioMax,34
6056,8,417,2023-10-30,CardioMax,36
6057,8,1589,2023-10-24,GlucoShield,29
6058,8,1121,2023-10-03,GlucoShield,33
6059,8,1967,2023-10-04,GlucoShield,31
6060,8,785,2023-10-23,GlucoShield,22
6061,8,1309,2023-10-23,GlucoShield,19
6062,8,1171,2023-10-05,GlucoShield,22
6063,8,1198,2023-10-16,CardioMax,30
6064,8,1416,2023-10-25,GlucoShield,24
6065,8,280,2023-10-18,CardioMax,23
6066,8,1110,2023-10-18,GlucoShield,20
6067,8,1054,2023-10-24,GlucoShield,19
6068,8,718,2023-10-27,GlucoShield,26
6069,8,936,2023-10-03,CardioMax,30
6070,8,1072,2023-10-23,GlucoShield,24
6071,8,700,2023-10-11,GlucoShield,23
6072,8,635,2023-10-27,CardioMax,36
6073,8,1431,2023-10-19,GlucoShield,19
6074,8,150,2023-10-17,GlucoShield,31
6075,8,667,2023-10-09,GlucoShield,41
6076,8,1215,2023-10-31,GlucoShield,25
6077,8,419,2023-10-10,GlucoShield,26
6078,8,1125,2023-10-10,GlucoShield,31
6079,8,642,2023-10-31,GlucoShield,24
6080,8,1652,2023-10-04,GlucoShield,22
6081,8,741,2023-10-10,GlucoShield,33
6082,8,466,2023-10-04,GlucoShield,33
6083,8,93,2023-11-20,GlucoShield,33
6084,8,827,2023-11-08,GlucoShield,34
6085,8,43,2023-11-13,GlucoShield,35
6086,8,1808,2023-11-01,GlucoShield,26
6087,8,40,2023-11-23,GlucoShield,26
6088,8,49,2023-11-20,GlucoShield,22
6089,8,321,2023-11-28,GlucoShield,19
6090,8,1172,2023-11-08,GlucoShield,36
6091,8,1099,2023-11-10,GlucoShield,28
6092,8,1218,2023-11-29,GlucoShield,22
6093,8,1733,2023-11-06,GlucoShield,26
6094,8,970,2023-11-15,GlucoShield,26
6095,8,69,2023-11-15,GlucoShield,33
6096,8,1492,2023-11-01,GlucoShield,23
6097,8,1586,2023-11-24,CardioMax,25
6098,8,93,2023-11-24,GlucoShield,21
6099,8,483,2023-11-06,GlucoShield,32
6100,8,1503,2023-11-10,GlucoShield,27
6101,8,803,2023-11-20,GlucoShield,29
6102,8,1001,2023-11-14,GlucoShield,25
6103,8,1606,2023-11-02,GlucoShield,36
6104,8,206,2023-11-28,GlucoShield,18
6105,8,1289,2023-11-21,GlucoShield,38
6106,8,442,2023-11-27,GlucoShield,37
6107,8,149,2023-11-17,GlucoShield,26
6108,8,1261,2023-11-15,GlucoShield,29
6109,8,246,2023-11-03,GlucoShield,41
6110,8,1445,2023-11-01,GlucoShield,19
6111,8,417,2023-11-16,GlucoShield,34
6112,8,81,2023-11-03,GlucoShield,14
6113,8,210,2023-11-29,GlucoShield,25
6114,8,1652,2023-11-27,GlucoShield,20
6115,8,785,2023-11-21,GlucoShield,25
6116,8,642,2023-11-13,GlucoShield,20
6117,8,1022,2023-11-24,GlucoShield,25
6118,8,1179,2023-11-01,GlucoShield,33
6119,8,54,2023-11-03,GlucoShield,33
6120,8,1735,2023-11-22,GlucoShield,27
6121,8,1919,2023-11-07,GlucoShield,24
6122,8,891,2023-11-01,GlucoShield,21
6123,8,867,2023-11-10,GlucoShield,23
6124,8,1708,2023-11-02,CardioMax,14
6125,8,909,2023-11-27,GlucoShield,26
6126,8,1665,2023-11-10,GlucoShield,24
6127,8,43,2023-11-29,GlucoShield,31
6128,8,1021,2023-11-10,CardioMax,23
6129,8,1918,2023-11-17,GlucoShield,37
6130,8,511,2023-11-08,GlucoShield,18
6131,8,552,2023-11-21,GlucoShield,22
6132,8,1179,2023-11-06,GlucoShield,29
6133,8,1871,2023-11-06,GlucoShield,26
6134,8,415,2023-11-28,GlucoShield,22
6135,8,1851,2023-11-24,GlucoShield,22
6136,8,1261,2023-11-28,GlucoShield,35
6137,8,1987,2023-11-14,GlucoShield,26
6138,8,1123,2023-12-06,CardioMax,18
6139,8,1090,2023-12-27,GlucoShield,30
6140,8,851,2023-12-08,GlucoShield,26
6141,8,1198,2023-12-13,CardioMax,26
6142,8,1001,2023-12-20,GlucoShield,35
6143,8,40,2023-12-07,GlucoShield,32
6144,8,1589,2023-12-22,GlucoShield,37
6145,8,228,2023-12-14,GlucoShield,25
6146,8,986,2023-12-04,GlucoShield,30
6147,8,1129,2023-12-11,GlucoShield,34
6148,8,1355,2023-12-29,GlucoShield,29
6149,8,867,2023-12-06,GlucoShield,30
6150,8,1416,2023-12-19,GlucoShield,20
6151,8,268,2023-12-08,GlucoShield,35
6152,8,1215,2023-12-29,GlucoShield,34
6153,8,1611,2023-12-05,GlucoShield,29
6154,8,1720,2023-12-14,GlucoShield,17
6155,8,1129,2023-12-13,GlucoShield,25
6156,8,667,2023-12-11,GlucoShield,15
6157,8,321,2023-12-07,CardioMax,25
6158,8,727,2023-12-21,GlucoShield,32
6159,8,1091,2023-12-18,GlucoShield,29
6160,8,402,2023-12-28,GlucoShield,39
6161,8,1918,2023-12-05,GlucoShield,20
6162,8,1735,2023-12-07,GlucoShield,31
6163,8,49,2023-12-22,GlucoShield,22
6164,8,1121,2023-12-28,GlucoShield,32
6165,8,1546,2023-12-26,GlucoShield,26
6166,8,483,2023-12-28,GlucoShield,29
6167,8,1081,2023-12-06,GlucoShield,40
6168,8,864,2023-12-22,CardioMax,19
6169,8,402,2023-12-29,GlucoShield,28
6170,8,1165,2023-12-11,GlucoShield,20
6171,8,1987,2023-12-28,GlucoShield,31
6172,8,756,2023-12-15,GlucoShield,25
6173,8,1110,2023-12-05,GlucoShield,34
6174,8,709,2023-12-28,CardioMax,24
6175,8,1704,2023-12-21,GlucoShield,27
6176,8,1679,2023-12-04,GlucoShield,20
6177,8,364,2023-12-28,GlucoShield,32
6178,8,1736,2023-12-04,GlucoShield,33
6179,8,297,2023-12-04,GlucoShield,20
6180,8,206,2023-12-25,GlucoShield,25
6181,8,1215,2023-12-15,GlucoShield,33
6182,8,815,2023-12-29,GlucoShield,25
6183,8,1085,2023-12-14,GlucoShield,30
6184,8,1206,2023-12-05,GlucoShield,31
6185,8,105,2023-12-06,GlucoShield,32
6186,8,635,2023-12-08,GlucoShield,35
6187,8,983,2023-12-01,GlucoShield,23
6188,8,552,2023-12-28,GlucoShield,19
6189,8,81,2023-12-25,GlucoShield,15
6190,8,195,2023-12-06,GlucoShield,22
6191,8,1562,2023-12-05,GlucoShield,30
6192,8,1838,2023-12-01,GlucoShield,30
6193,8,222,2024-01-31,GlucoShield,31
6194,8,1018,2024-01-25,GlucoShield,35
6195,8,214,2024-01-17,GlucoShield,33
6196,8,1048,2024-01-08,GlucoShield,28
6197,8,1605,2024-01-23,GlucoShield,29
6198,8,1992,2024-01-05,CardioMax,22
6199,8,415,2024-01-02,GlucoShield,26
6200,8,418,2024-01-18,GlucoShield,14
6201,8,1586,2024-01-18,GlucoShield,29
6202,8,997,2024-01-15,CardioMax,17
6203,8,1848,2024-01-02,GlucoShield,35
6204,8,1503,2024-01-26,GlucoShield,29
6205,8,1416,2024-01-05,GlucoShield,32
6206,8,212,2024-01-18,GlucoShield,22
6207,8,52,2024-01-26,GlucoShield,31
6208,8,697,2024-01-22,GlucoShield,32
6209,8,451,2024-01-02,GlucoShield,32
6210,8,1367,2024-01-24,CardioMax,27
6211,8,965,2024-01-31,GlucoShield,27
6212,8,1076,2024-01-30,GlucoShield,38
6213,8,1589,2024-01-01,GlucoShield,27
6214,8,1012,2024-01-26,GlucoShield,21
6215,8,1099,2024-01-15,CardioMax,16
6216,8,1652,2024-01-02,GlucoShield,20
6217,8,916,2024-01-01,GlucoShield,28
6218,8,194,2024-01-12,GlucoShield,32
6219,8,1076,2024-01-04,GlucoShield,30
6220,8,1129,2024-01-10,GlucoShield,33
6221,8,1054,2024-01-22,GlucoShield,26
6222,8,518,2024-01-04,GlucoShield,27
6223,8,461,2024-01-16,GlucoShield,21
6224,8,771,2024-01-12,GlucoShield,23
6225,8,323,2024-01-02,GlucoShield,26
6226,8,1267,2024-01-12,GlucoShield,27
6227,8,1165,2024-01-12,GlucoShield,25
6228,8,1179,2024-01-08,GlucoShield,29
6229,8,461,2024-01-02,CardioMax,18
6230,8,483,2024-01-04,GlucoShield,14
6231,8,1534,2024-01-11,GlucoShield,25
6232,8,1322,2024-01-03,GlucoShield,16
6233,8,1704,2024-01-01,GlucoShield,41
6234,8,860,2024-01-31,GlucoShield,21
6235,8,1108,2024-01-18,GlucoShield,30
6236,8,1431,2024-01-29,GlucoShield,35
6237,8,1938,2024-01-23,GlucoShield,33
6238,8,1982,2024-01-04,GlucoShield,38
6239,8,1992,2024-01-22,GlucoShield,20
6240,8,1720,2024-01-09,GlucoShield,32
6241,8,1198,2024-01-22,GlucoShield,24
6242,8,18,2024-01-25,GlucoShield,24
6243,8,1933,2024-02-05,GlucoShield,45
6244,8,1012,2024-02-06,GlucoShield,28
6245,8,11,2024-02-08,GlucoShield,29
6246,8,1140,2024-02-09,GlucoShield,31
6247,8,1215,2024-02-06,CardioMax,32
6248,8,1612,2024-02-09,GlucoShield,28
6249,8,415,2024-02-13,GlucoShield,37
6250,8,1081,2024-02-08,GlucoShield,17
6251,8,962,2024-02-20,GlucoShield,36
6252,8,1267,2024-02-14,GlucoShield,24
6253,8,150,2024-02-07,GlucoShield,30
6254,8,1715,2024-02-28,GlucoShield,35
6255,8,1054,2024-02-08,GlucoShield,35
6256,8,1708,2024-02-22,GlucoShield,25
6257,8,718,2024-02-15,CardioMax,25
6258,8,1215,2024-02-22,GlucoShield,26
6259,8,1919,2024-02-27,GlucoShield,33
6260,8,1898,2024-02-06,GlucoShield,23
6261,8,1900,2024-02-21,GlucoShield,30
6262,8,69,2024-02-08,GlucoShield,28
6263,8,860,2024-02-23,GlucoShield,30
6264,8,149,2024-02-20,GlucoShield,33
6265,8,661,2024-02-27,GlucoShield,19
6266,8,351,2024-02-21,GlucoShield,38
6267,8,1168,2024-02-27,CardioMax,32
6268,8,1532,2024-02-09,GlucoShield,34
6269,8,1071,2024-02-02,GlucoShield,33
6270,8,1561,2024-02-05,GlucoShield,32
6271,8,26,2024-02-27,GlucoShield,31
6272,8,1605,2024-02-15,CardioMax,21
6273,8,364,2024-02-23,GlucoShield,26
6274,8,983,2024-02-21,GlucoShield,22
6275,8,960,2024-02-15,GlucoShield,45
6276,8,1700,2024-02-12,GlucoShield,12
6277,8,1932,2024-02-05,GlucoShield,33
6278,8,518,2024-02-16,GlucoShield,25
6279,8,150,2024-02-13,GlucoShield,18
6280,8,1206,2024-02-20,GlucoShield,15
6281,8,1048,2024-02-13,GlucoShield,20
6282,8,1122,2024-02-13,GlucoShield,39
6283,8,81,2024-02-06,GlucoShield,23
6284,8,1515,2024-02-13,GlucoShield,22
6285,8,467,2024-02-14,GlucoShield,26
6286,8,714,2024-02-23,GlucoShield,26
6287,8,466,2024-02-16,GlucoShield,27
6288,8,1900,2024-02-09,GlucoShield,27
6289,8,338,2024-02-13,GlucoShield,17
6290,8,1413,2024-02-22,GlucoShield,20
6291,8,483,2024-02-20,GlucoShield,10
6292,8,906,2024-02-15,GlucoShield,20
6293,8,453,2024-03-01,GlucoShield,30
6294,8,747,2024-03-05,GlucoShield,20
6295,8,533,2024-03-05,GlucoShield,38
6296,8,203,2024-03-01,GlucoShield,33
6297,8,1121,2024-03-14,GlucoShield,38
6298,8,43,2024-03-21,GlucoShield,35
6299,8,1932,2024-03-22,CardioMax,20
6300,8,718,2024-03-12,GlucoShield,25
6301,8,1333,2024-03-06,GlucoShield,37
6302,8,1586,2024-03-08,GlucoShield,36
6303,8,559,2024-03-19,GlucoShield,25
6304,8,1454,2024-03-14,GlucoShield,30
6305,8,1632,2024-03-27,GlucoShield,23
6306,8,479,2024-03-07,GlucoShield,27
6307,8,1982,2024-03-21,GlucoShield,29
6308,8,40,2024-03-15,GlucoShield,34
6309,8,451,2024-03-22,GlucoShield,29
6310,8,1519,2024-03-18,GlucoShield,31
6311,8,402,2024-03-06,GlucoShield,33
6312,8,1350,2024-03-25,GlucoShield,36
6313,8,1665,2024-03-13,GlucoShield,18
6314,8,1919,2024-03-08,GlucoShield,29
6315,8,1001,2024-03-28,CardioMax,24
6316,8,1938,2024-03-25,GlucoShield,31
6317,8,867,2024-03-11,GlucoShield,18
6318,8,451,2024-03-07,GlucoShield,31
6319,8,1071,2024-03-19,GlucoShield,21
6320,8,1206,2024-03-11,GlucoShield,38
6321,8,974,2024-03-29,GlucoShield,38
6322,8,1122,2024-03-04,GlucoShield,25
6323,8,878,2024-03-21,GlucoShield,21
6324,8,1081,2024-03-11,GlucoShield,24
6325,8,1918,2024-03-29,GlucoShield,31
6326,8,1048,2024-03-11,GlucoShield,23
6327,8,511,2024-03-29,GlucoShield,26
6328,8,1487,2024-03-04,GlucoShield,29
6329,8,714,2024-03-14,GlucoShield,24
6330,8,1589,2024-03-13,GlucoShield,24
6331,8,108,2024-03-14,GlucoShield,20
6332,8,1932,2024-04-01,GlucoShield,27
6333,8,661,2024-04-26,GlucoShield,28
6334,8,1394,2024-04-24,GlucoShield,34
6335,8,1445,2024-04-22,GlucoShield,28
6336,8,860,2024-04-19,GlucoShield,27
6337,8,1140,2024-04-17,GlucoShield,37
6338,8,1001,2024-04-17,GlucoShield,36
6339,8,590,2024-04-09,GlucoShield,20
6340,8,1477,2024-04-12,CardioMax,30
6341,8,1351,2024-04-08,GlucoShield,19
6342,8,1736,2024-04-26,GlucoShield,38
6343,8,1168,2024-04-03,GlucoShield,32
6344,8,827,2024-04-01,GlucoShield,27
6345,8,1367,2024-04-09,GlucoShield,32
6346,8,1168,2024-04-10,GlucoShield,19
6347,8,1165,2024-04-22,GlucoShield,39
6348,8,1656,2024-04-01,GlucoShield,28
6349,8,1838,2024-04-02,GlucoShield,22
6350,8,364,2024-04-03,GlucoShield,17
6351,8,670,2024-04-19,GlucoShield,38
6352,8,1206,2024-04-25,GlucoShield,26
6353,8,1120,2024-04-16,GlucoShield,41
6354,8,1206,2024-04-03,GlucoShield,29
6355,8,916,2024-04-09,GlucoShield,30
6356,8,867,2024-04-24,GlucoShield,37
6357,8,232,2024-04-30,GlucoShield,29
6358,8,1171,2024-04-29,GlucoShield,31
6359,8,355,2024-04-29,GlucoShield,35
6360,8,1287,2024-04-10,GlucoShield,19
6361,8,1932,2024-04-25,CardioMax,19
6362,8,518,2024-04-05,CardioMax,31
6363,8,286,2024-04-01,GlucoShield,28
6364,8,41,2024-04-02,GlucoShield,24
6365,8,804,2024-04-08,GlucoShield,19
6366,8,442,2024-04-11,CardioMax,34
6367,8,1022,2024-04-25,GlucoShield,30
6368,8,1081,2024-04-29,GlucoShield,34
6369,8,338,2024-05-15,CardioMax,18
6370,8,559,2024-05-01,GlucoShield,30
6371,8,590,2024-05-06,GlucoShield,29
6372,8,1149,2024-05-20,GlucoShield,19
6373,8,1938,2024-05-14,GlucoShield,34
6374,8,1918,2024-05-31,GlucoShield,31
6375,8,466,2024-05-10,GlucoShield,48
6376,8,656,2024-05-15,GlucoShield,29
6377,8,52,2024-05-24,CardioMax,26
6378,8,851,2024-05-23,GlucoShield,37
6379,8,1639,2024-05-27,GlucoShield,21
6380,8,1848,2024-05-31,GlucoShield,20
6381,8,469,2024-05-30,GlucoShield,40
6382,8,552,2024-05-14,GlucoShield,22
6383,8,453,2024-05-28,GlucoShield,20
6384,8,741,2024-05-07,GlucoShield,33
6385,8,1569,2024-05-23,GlucoShield,26
6386,8,1205,2024-05-29,GlucoShield,39
6387,8,1534,2024-05-20,CardioMax,44
6388,8,1132,2024-05-21,CardioMax,23
6389,8,518,2024-05-17,GlucoShield,30
6390,8,466,2024-05-15,GlucoShield,28
6391,8,18,2024-05-21,GlucoShield,34
6392,8,1532,2024-05-31,GlucoShield,24
6393,8,1653,2024-05-08,GlucoShield,35
6394,8,1503,2024-05-06,CardioMax,27
6395,8,169,2024-05-24,GlucoShield,33
6396,8,1492,2024-05-22,GlucoShield,29
6397,8,81,2024-05-09,GlucoShield,33
6398,8,214,2024-05-08,GlucoShield,30
6399,8,959,2024-05-09,GlucoShield,31
6400,8,1012,2024-05-31,GlucoShield,27
6401,8,1589,2024-05-29,CardioMax,17
6402,8,1291,2024-05-16,GlucoShield,20
6403,8,297,2024-05-29,CardioMax,25
6404,8,461,2024-05-17,GlucoShield,20
6405,8,590,2024-05-06,GlucoShield,27
6406,8,246,2024-05-29,GlucoShield,47
6407,8,596,2024-05-02,GlucoShield,21
6408,8,1402,2024-05-07,GlucoShield,20
6409,8,479,2024-05-20,GlucoShield,29
6410,8,1639,2024-05-30,CardioMax,30
6411,8,997,2024-05-06,CardioMax,22
6412,8,700,2024-05-22,GlucoShield,23
6413,8,867,2024-05-31,GlucoShield,34
6414,8,1361,2024-05-28,GlucoShield,26
6415,8,1072,2024-05-17,GlucoShield,31
6416,8,18,2024-05-01,CardioMax,23
6417,8,1851,2024-05-14,GlucoShield,31
6418,8,150,2024-05-08,GlucoShield,19
6419,8,1880,2024-05-31,GlucoShield,29
6420,8,43,2024-05-14,GlucoShield,31
6421,8,1503,2024-05-03,GlucoShield,23
6422,8,1090,2024-05-01,GlucoShield,35
6423,8,1838,2024-06-24,GlucoShield,40
6424,8,986,2024-06-05,GlucoShield,18
6425,8,1140,2024-06-20,GlucoShield,18
6426,8,1878,2024-06-14,GlucoShield,20
6427,8,986,2024-06-04,GlucoShield,25
6428,8,827,2024-06-03,GlucoShield,24
6429,8,1733,2024-06-11,GlucoShield,19
6430,8,1838,2024-06-03,GlucoShield,24
6431,8,744,2024-06-18,GlucoShield,38
6432,8,1139,2024-06-07,GlucoShield,24
6433,8,1932,2024-06-19,GlucoShield,29
6434,8,105,2024-06-28,GlucoShield,33
6435,8,54,2024-06-07,GlucoShield,20
6436,8,1072,2024-06-26,GlucoShield,17
6437,8,635,2024-06-19,GlucoShield,19
6438,8,1129,2024-06-26,GlucoShield,19
6439,8,1394,2024-06-12,GlucoShield,28
6440,8,156,2024-06-05,GlucoShield,28
6441,8,1715,2024-06-11,GlucoShield,31
6442,8,559,2024-06-13,GlucoShield,31
6443,8,813,2024-06-28,CardioMax,30
6444,8,714,2024-06-06,GlucoShield,18
6445,8,1646,2024-06-07,GlucoShield,10
6446,8,338,2024-06-11,GlucoShield,32
6447,8,43,2024-06-18,GlucoShield,35
6448,8,1938,2024-06-04,GlucoShield,14
6449,8,1954,2024-06-20,GlucoShield,17
6450,8,518,2024-06-11,GlucoShield,11
6451,8,18,2024-06-12,GlucoShield,31
6452,8,1205,2024-06-04,GlucoShield,14
6453,8,1205,2024-06-28,GlucoShield,28
6454,8,1898,2024-06-04,GlucoShield,29
6455,8,642,2024-06-18,GlucoShield,32
6456,8,399,2024-06-21,GlucoShield,46
6457,8,1165,2024-06-03,GlucoShield,22
6458,8,1121,2024-06-06,GlucoShield,30
6459,8,1375,2024-06-12,GlucoShield,39
6460,8,1715,2024-06-26,GlucoShield,42
6461,8,1120,2024-06-04,GlucoShield,35
6462,8,290,2024-06-10,GlucoShield,28
6463,8,1145,2024-06-05,GlucoShield,28
6464,8,785,2024-06-24,GlucoShield,32
6465,8,970,2024-06-26,GlucoShield,23
6466,8,1919,2024-06-04,GlucoShield,31
6467,8,1119,2024-06-06,GlucoShield,17
6468,8,290,2024-06-24,GlucoShield,22
6469,8,1966,2024-07-22,GlucoShield,34
6470,8,169,2024-07-08,GlucoShield,35
6471,8,1215,2024-07-02,GlucoShield,26
6472,8,222,2024-07-03,GlucoShield,21
6473,8,1808,2024-07-29,GlucoShield,31
6474,8,741,2024-07-04,GlucoShield,29
6475,8,1054,2024-07-09,GlucoShield,34
6476,8,364,2024-07-31,GlucoShield,28
6477,8,1108,2024-07-31,GlucoShield,42
6478,8,1880,2024-07-02,GlucoShield,21
6479,8,1736,2024-07-19,GlucoShield,37
6480,8,150,2024-07-09,GlucoShield,16
6481,8,804,2024-07-10,GlucoShield,25
6482,8,552,2024-07-02,GlucoShield,21
6483,8,1017,2024-07-31,GlucoShield,36
6484,8,1632,2024-07-31,GlucoShield,29
6485,8,1431,2024-07-08,GlucoShield,29
6486,8,727,2024-07-29,GlucoShield,39
6487,8,813,2024-07-02,CardioMax,38
6488,8,1215,2024-07-30,GlucoShield,34
6489,8,402,2024-07-31,CardioMax,32
6490,8,212,2024-07-17,GlucoShield,37
6491,8,483,2024-07-05,GlucoShield,26
6492,8,261,2024-07-29,GlucoShield,32
6493,8,744,2024-07-04,GlucoShield,37
6494,8,1880,2024-07-24,CardioMax,39
6495,8,246,2024-07-31,GlucoShield,26
6496,8,1605,2024-07-05,GlucoShield,29
6497,8,1090,2024-07-30,GlucoShield,37
6498,8,1179,2024-07-31,GlucoShield,46
6499,8,338,2024-07-03,GlucoShield,30
6500,8,297,2024-07-23,GlucoShield,10
6501,8,321,2024-07-30,GlucoShield,35
6502,8,1268,2024-07-16,GlucoShield,37
6503,8,1445,2024-07-09,GlucoShield,40
6504,8,1851,2024-07-12,GlucoShield,27
6505,8,848,2024-07-15,GlucoShield,31
6506,8,983,2024-07-05,GlucoShield,24
6507,8,997,2024-07-10,GlucoShield,28
6508,8,553,2024-07-26,GlucoShield,12
